simulation_date,intial_date,final_date, initial_index, final_index, index_return, initial_porfolio, final_porfolio, portfolio_return,long_trades,good_long_trades,long_trades_profit,long_stop_loss,short_trades,good_short_trades,short_trades_profit,m_short_stop_loss, small_ma, medium_ma, large_ma, min_slope, sm_mode_up, small_ma, medium_ma, large_ma, min_slope, sm_mode_dn, slope_points, stop_loss
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1109.51,10.95%,212,106,164.09,117,171,69,-54.58,123,29,17,7,0.0407,2,28,22,6,0.0236,4,426,0.0028
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1109.52,10.95%,193,86,345.87,1,46,15,-236.36,0,4,22,45,0.0541,1,28,15,74,0.0053,4,154,0.0817
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1109.39,10.94%,296,199,387.46,3,121,32,-278.07,1,19,20,10,0.0685,5,14,5,41,0.0477,3,44,0.0784
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1109.29,10.93%,428,258,597.91,157,138,45,-488.62,87,23,5,8,0.0387,6,29,44,16,0.0438,4,271,0.0082
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1109.21,10.92%,502,325,602.41,10,68,19,-493.2,4,24,21,38,0.081,7,19,26,55,0.0329,1,417,0.0604
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1108.73,10.87%,230,141,731.31,8,112,40,-622.58,8,23,36,3,0.0916,5,16,48,4,0.0284,5,260,0.062
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1108.17,10.82%,463,326,928.43,19,148,62,-820.26,28,18,5,11,0.0802,4,29,49,13,0.008,5,114,0.0371
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1107.96,10.80%,163,74,107.96,1,0,0,0,0,24,13,35,0.0757,3,17,23,3,0.0416,0,403,0.053
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1107.7,10.77%,386,219,608.06,8,115,30,-500.36,7,20,14,21,0.0119,5,2,12,48,0.0214,5,422,0.0548
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1107.05,10.71%,246,112,434.76,0,197,86,-327.71,13,24,14,35,0.0888,4,21,22,18,0.0317,3,330,0.0477
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1106.87,10.69%,312,155,251.22,147,179,39,-144.35,64,27,12,19,0.0932,5,3,12,41,0.0125,4,177,0.0061
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1106.05,10.60%,466,276,417.93,9,100,32,-311.88,5,19,23,17,0.0314,5,3,40,50,0.0231,5,228,0.071
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1105.66,10.57%,199,102,105.66,122,0,0,0,0,17,40,3,0.0679,2,25,47,56,0.0298,0,326,0.0006
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1105.27,10.53%,245,93,349.05,3,206,79,-243.78,4,9,10,48,0.0301,2,13,2,14,0.0295,3,339,0.0326
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1105.01,10.50%,191,73,142.93,164,71,19,-37.92,64,24,6,41,0.0711,3,24,28,61,0.045,3,267,0.0002
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1104.45,10.44%,496,258,576.77,18,114,34,-472.32,9,4,17,6,0.0573,5,16,35,55,0.0065,7,314,0.0354
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1099.52,9.95%,659,507,613.24,4,44,10,-513.72,0,28,2,50,0.0087,7,28,30,70,0.0449,5,428,0.0794
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1098.61,9.86%,500,263,412.22,0,107,30,-313.62,1,29,31,18,0.011,7,10,25,66,0.0317,6,123,0.08
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1098.3,9.83%,161,87,169.8,19,39,10,-71.49,3,15,11,37,0.0685,1,20,43,47,0.0039,4,53,0.0377
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1097.8,9.78%,312,226,569.23,4,65,12,-471.43,0,30,11,50,0.0948,7,6,49,62,0.0476,3,189,0.0776
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1097.84,9.78%,253,120,499.96,30,39,8,-402.12,23,27,2,45,0.0064,6,24,9,78,0.0371,5,358,0.0214
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1096.94,9.69%,97,48,228.81,2,80,23,-131.87,0,17,34,31,0.0925,1,6,37,42,0.044,6,100,0.0817
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1096.78,9.68%,256,167,96.78,33,0,0,0,0,24,23,15,0.0817,2,24,26,74,0.006,0,396,0.0236
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1096.76,9.68%,245,165,230.48,0,38,15,-133.72,1,16,32,6,0.0489,2,23,9,72,0.0213,5,345,0.0895
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1096.44,9.64%,501,194,139.71,230,98,23,-43.28,85,8,17,26,0.0839,7,29,34,44,0.0243,1,380,0.0035
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1095.62,9.56%,944,368,226.33,0,207,107,-130.71,3,3,11,33,0.057,7,29,26,67,0.0089,7,413,0.0695
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1094.68,9.47%,1929,1318,783.8,3,79,22,-689.12,7,5,17,2,0.0441,4,8,49,80,0.0362,6,344,0.0563
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1094.22,9.42%,456,199,94.22,1,0,0,0,0,7,8,20,0.0495,5,2,2,74,0.0164,7,232,0.0558
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1093,9.30%,554,288,138.04,24,105,50,-45.04,52,13,11,14,0.0476,3,30,39,5,0.0376,6,373,0.0145
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1092.46,9.25%,157,87,360.23,32,53,14,-267.77,25,23,20,33,0.0207,1,19,46,53,0.0372,1,280,0.0241
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1092.02,9.20%,481,196,92.02,322,0,0,0,0,21,2,28,0.0888,6,20,31,55,0.0189,0,71,0.0013
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1090.87,9.09%,299,207,404.08,3,98,34,-313.21,1,16,22,10,0.04,3,3,44,59,0.0359,5,79,0.0895
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1090.48,9.05%,1238,770,703.27,1,559,239,-612.79,1,10,8,30,0.0052,7,6,4,7,0.0348,6,438,0.099
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1088.7,8.87%,261,121,431.38,6,86,26,-342.67,4,4,16,46,0.0279,5,11,21,50,0.0201,2,412,0.0515
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1088.59,8.86%,345,245,706.95,9,418,201,-618.36,12,28,11,11,0.0674,4,17,16,73,0.0496,7,239,0.0539
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1086.86,8.69%,239,112,131.71,25,59,15,-44.85,8,7,5,36,0.0247,1,7,11,80,0.0216,4,166,0.0248
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1086.5,8.65%,227,104,391.62,3,76,37,-305.11,5,11,16,45,0.002,1,25,42,11,0.0398,3,471,0.0685
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1085.87,8.59%,213,74,205.36,142,46,8,-119.49,40,19,8,47,0.0187,3,18,47,17,0.0118,1,29,0.0029
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1085.78,8.58%,372,178,222.38,120,63,19,-136.6,54,29,26,30,0.0414,3,13,44,65,0.0402,5,190,0.0026
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1085.71,8.57%,223,92,254.34,1,80,26,-168.63,0,2,12,43,0.0303,1,19,15,47,0.0002,3,207,0.0787
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1084.72,8.47%,731,275,84.72,0,0,0,0,0,3,15,15,0.0674,4,19,48,69,0.0044,0,361,0.063
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1084.71,8.47%,696,493,455.85,2,200,52,-371.14,2,7,2,39,0.0435,7,10,5,42,0.0172,3,28,0.0747
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1084.53,8.45%,292,142,209.54,0,45,14,-125.02,0,10,23,13,0.0578,3,26,14,71,0.0118,4,130,0.0849
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1084.18,8.42%,385,188,508.19,15,121,36,-424,5,10,12,25,0.0848,6,19,31,33,0.0101,7,478,0.0424
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1083.95,8.40%,533,311,539.65,210,158,43,-455.69,95,18,10,7,0.0725,4,13,25,43,0.0073,7,144,0.0054
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1083.84,8.38%,247,134,477.27,0,75,33,-393.42,5,29,40,30,0.0125,6,26,22,8,0.0229,1,327,0.0706
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1082.79,8.28%,840,623,350.61,46,158,31,-267.83,2,16,5,2,0.0676,4,4,9,60,0.0291,4,26,0.0347
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1081.83,8.18%,229,112,564.32,0,58,19,-482.49,3,27,5,47,0.0283,6,10,49,23,0.0006,1,48,0.0642
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1081.22,8.12%,305,135,370.7,0,139,69,-289.48,3,15,27,35,0.0744,7,30,19,46,0.0261,7,283,0.0838
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1080.83,8.08%,323,163,-13.6,83,121,33,94.43,86,21,19,23,0.0419,3,30,13,36,0.0119,1,106,0.0063
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1080.07,8.01%,362,226,80.07,19,0,0,0,0,22,21,19,0.0921,2,8,15,21,0.0205,0,43,0.0365
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1079.71,7.97%,382,234,326.52,123,64,28,-246.81,36,26,5,12,0.0326,4,26,46,3,0.049,2,435,0.0093
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1078.07,7.81%,182,96,209.37,0,71,20,-131.3,2,14,17,24,0.0459,1,19,27,73,0.0451,1,52,0.062
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1078.08,7.81%,323,225,503.77,6,84,20,-425.69,1,26,5,17,0.0311,3,10,32,47,0.0023,2,187,0.0678
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1078.04,7.80%,285,132,78.04,3,0,0,0,0,21,26,28,0.0206,7,12,24,7,0.0147,0,39,0.038
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1077.78,7.78%,268,101,77.78,0,0,0,0,0,7,39,3,0.0921,7,20,23,2,0.0165,0,232,0.0898
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1077.74,7.77%,251,106,331.14,0,82,14,-253.4,0,15,28,34,0.0652,6,4,30,65,0.0423,3,400,0.0909
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1077.47,7.75%,263,108,77.47,2,0,0,0,0,13,7,28,0.0972,4,18,38,7,0.0299,0,106,0.0322
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1077.23,7.72%,176,84,455.03,0,186,86,-377.8,7,17,16,47,0.0255,3,20,14,47,0.0297,7,325,0.0688
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1077.12,7.71%,261,130,333.16,0,58,15,-256.04,0,29,32,34,0.0218,3,15,31,74,0.0481,2,323,0.0926
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1076.93,7.69%,215,84,129.86,111,70,16,-52.93,46,28,32,46,0.0205,5,20,9,49,0.0233,3,485,0.0072
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1076.7,7.67%,255,157,538.33,18,136,46,-461.63,8,19,37,12,0.045,5,11,15,16,0.0182,1,146,0.0461
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1076.03,7.60%,248,96,76.03,0,0,0,0,0,6,24,31,0.0758,3,29,42,47,0.0344,0,368,0.0418
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1075.92,7.59%,246,92,254.88,93,51,10,-178.96,38,11,21,38,0.0064,3,18,48,73,0.0033,2,473,0.0082
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1075.57,7.56%,420,262,231.78,22,35,11,-156.22,7,18,19,15,0.0971,2,13,49,69,0.0215,1,55,0.0287
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1075.11,7.51%,220,96,283.13,2,107,31,-208.01,0,12,21,42,0.0145,2,5,21,19,0.0378,3,324,0.0399
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1074.83,7.48%,130,72,412.19,2,73,21,-337.36,5,9,29,24,0.0728,1,18,37,47,0.0216,3,223,0.0549
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1074.45,7.45%,147,102,723.81,6,61,18,-649.35,2,24,11,7,0.0242,1,20,36,69,0.045,6,336,0.0653
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1073.36,7.34%,513,262,421.44,0,133,61,-348.08,4,30,32,48,0.0594,7,29,6,27,0.0257,3,341,0.0579
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1072.79,7.28%,276,117,72.79,0,0,0,0,0,17,31,4,0.0446,7,20,20,28,0.0104,0,182,0.0534
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1072.59,7.26%,488,195,12.83,201,98,34,59.75,42,21,6,25,0.0244,4,5,38,16,0.0484,3,312,0.0048
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1072.35,7.24%,315,152,260.31,0,103,28,-187.96,2,27,34,23,0.0432,7,6,19,43,0.0236,3,350,0.0554
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1072.08,7.21%,448,202,327.43,0,40,11,-255.35,0,10,17,22,0.0064,4,24,48,80,0.0376,4,347,0.0884
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1072.04,7.20%,300,124,308.44,9,52,12,-236.4,23,11,33,8,0.0311,7,20,45,52,0.0313,1,479,0.0249
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1071.76,7.18%,525,330,75.98,18,113,67,-4.22,22,6,20,4,0.0271,2,9,39,3,0.0178,2,484,0.0204
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1071.56,7.16%,714,507,441.64,14,105,29,-370.08,2,15,4,32,0.0763,7,20,3,27,0.022,4,39,0.0506
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1071.62,7.16%,330,121,232.51,31,75,17,-160.89,37,5,27,46,0.0556,6,22,35,46,0.0205,5,415,0.0162
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1071.49,7.15%,262,148,71.49,89,0,0,0,0,23,16,2,0.006,1,4,35,21,0.0067,0,35,0.0165
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1070.63,7.06%,276,125,366.35,3,167,55,-295.71,1,2,35,48,0.0158,5,2,20,15,0.0239,5,256,0.0775
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1070.56,7.06%,216,115,462,6,85,29,-391.44,6,8,4,21,0.0984,1,22,35,25,0.0034,2,368,0.0471
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1068.75,6.88%,310,189,369.19,7,67,18,-300.43,1,20,23,14,0.0729,1,14,45,53,0.0145,4,94,0.0597
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1068.8,6.88%,88,54,68.8,0,0,0,0,0,23,17,12,0.0535,4,7,30,74,0.005,0,12,0.0753
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1068.66,6.87%,245,91,68.66,0,0,0,0,0,7,15,38,0.0787,3,11,11,61,0.0453,3,154,0.0579
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1068.31,6.83%,251,133,68.31,22,0,0,0,0,28,39,29,0.0419,6,7,7,44,0.0039,6,301,0.0184
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1067.68,6.77%,406,160,310.24,129,106,26,-242.56,65,8,25,47,0.0118,7,9,41,28,0.0304,7,311,0.0068
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1066.72,6.67%,971,471,210.55,15,73,20,-143.84,20,11,10,13,0.0076,4,19,28,52,0.0197,3,459,0.0242
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1066.25,6.63%,335,133,247.35,101,116,37,-181.09,66,10,17,26,0.0174,4,9,27,35,0.0066,4,102,0.007
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1065.8,6.58%,550,357,611.59,17,168,56,-545.79,4,24,21,12,0.0668,7,10,20,22,0.0221,6,453,0.0415
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1064.43,6.44%,199,91,281.41,0,84,26,-216.98,0,20,37,16,0.0154,7,29,24,47,0.0496,3,179,0.0624
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1064.24,6.42%,107,44,123.9,0,70,24,-59.66,0,21,38,46,0.0201,3,8,40,13,0.0181,3,64,0.0997
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1064.14,6.41%,783,552,403.02,83,80,24,-338.88,32,12,4,20,0.0528,7,4,45,55,0.0348,1,245,0.017
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1062.09,6.21%,223,169,206.72,1,180,49,-144.63,0,22,34,2,0.0948,2,4,15,22,0.0014,2,199,0.0756
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1061.84,6.18%,507,323,404.04,84,116,33,-342.19,47,19,11,12,0.0271,6,9,21,32,0.0327,5,271,0.016
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1060.21,6.02%,12,9,60.21,0,0,0,0,0,16,11,15,0.0528,6,5,20,5,0.0381,3,363,0.0893
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1060.19,6.02%,4,3,60.19,0,0,0,0,0,7,37,45,0.0185,6,26,31,26,0.0081,1,300,0.0393
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1059.86,5.99%,262,81,404.46,0,75,24,-344.6,4,2,23,49,0.0531,2,13,26,25,0.0269,2,299,0.0322
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1059.84,5.98%,194,95,338.66,11,80,19,-278.82,5,8,28,41,0.009,1,9,5,66,0.03,4,433,0.0315
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1059.7,5.97%,202,82,59.7,0,0,0,0,0,12,18,32,0.0939,4,20,8,58,0.0275,0,88,0.0896
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1059.72,5.97%,345,192,414.65,134,63,11,-354.93,36,22,18,3,0.0199,5,11,12,62,0.0495,5,411,0.0119
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1059.46,5.95%,237,78,276.5,156,189,34,-217.04,160,19,15,41,0.0641,4,28,26,66,0.0247,6,11,0.0038
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1059.27,5.93%,518,275,392.28,252,91,20,-333.01,75,21,6,41,0.0381,7,14,41,77,0.029,6,327,0.0034
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1059.16,5.92%,344,242,457.59,4,86,18,-398.43,0,27,12,11,0.0527,6,7,41,65,0.0473,4,436,0.0859
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1057.9,5.79%,288,140,40.37,102,141,39,17.53,104,14,31,11,0.0544,2,22,11,16,0.045,1,456,0.0041
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1056.63,5.66%,429,288,685.75,15,159,72,-629.13,22,27,21,8,0.0353,7,23,4,17,0.0276,5,205,0.0464
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1055.11,5.51%,278,138,205.99,48,147,42,-150.88,2,10,34,8,0.0095,1,3,45,5,0.0337,6,394,0.0192
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1053.32,5.33%,817,497,436.16,4,78,18,-382.83,0,16,14,45,0.0607,7,9,10,66,0.0419,4,230,0.093
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1052.58,5.26%,273,117,419.79,42,73,14,-367.21,42,19,32,30,0.0319,7,26,9,42,0.0045,1,455,0.0153
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1051.19,5.12%,94,58,51.19,2,0,0,0,0,24,17,22,0.0708,6,18,15,27,0.0023,0,19,0.0211
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1050.03,5.00%,237,102,176.19,0,66,18,-126.16,1,17,33,29,0.0625,7,6,42,33,0.0185,1,188,0.091
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1049.71,4.97%,251,164,336.79,2,77,29,-287.08,1,18,29,16,0.0887,2,15,14,41,0.0276,5,131,0.0905
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1048.76,4.88%,179,84,136.33,2,36,11,-87.57,0,18,27,39,0.0203,5,29,33,80,0.0493,4,113,0.0627
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1048.78,4.88%,230,72,293.73,165,83,22,-244.95,68,15,10,31,0.0823,2,9,19,65,0.0123,4,299,0.0019
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1048.7,4.87%,486,297,493.49,2,61,17,-444.79,1,13,19,5,0.0045,6,24,31,71,0.0211,1,350,0.0757
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1047.59,4.76%,215,88,47.59,74,0,0,0,0,22,37,12,0.0677,7,23,25,36,0.0161,0,150,0.0094
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1046.25,4.63%,208,74,46.25,101,0,0,0,0,19,36,41,0.0682,4,30,38,78,0.0061,0,240,0.0061
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1045.91,4.59%,156,67,337.86,0,181,106,-291.95,6,14,8,41,0.0909,2,27,4,72,0.0305,7,479,0.0779
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1045.67,4.57%,151,70,246.88,1,69,12,-201.22,0,11,14,39,0.0765,1,4,35,72,0.0216,6,36,0.0789
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1045.28,4.53%,207,100,45.28,2,0,0,0,0,13,36,6,0.0902,1,20,27,20,0.028,5,450,0.0861
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1045.28,4.53%,209,81,45.28,0,0,0,0,0,12,28,35,0.0949,4,19,40,6,0.0027,0,123,0.0985
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1044.2,4.42%,596,250,270.05,2,62,19,-225.85,7,2,24,15,0.0385,6,9,20,64,0.0321,5,175,0.0446
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1044.2,4.42%,361,144,69.23,0,147,50,-25.03,1,5,38,23,0.0266,6,2,11,17,0.0336,1,477,0.0841
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1044.22,4.42%,251,178,523.22,3,286,106,-479,0,30,33,14,0.0492,2,14,16,73,0.0377,7,294,0.0925
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,1043.3,4.33%,254,102,179.08,90,46,7,-135.78,39,11,3,26,0.0798,3,27,42,69,0.0347,5,286,0.0062
