time,mid_c,SMA_14,SMA_21,SMA_40,Slope_540
2017-11-24 10:00:00,2601.6,2597.085714285714,2594.7714285714287,2586.73,0.30500710069498016
2017-11-24 14:00:00,2601.8,2597.4,2595.7428571428572,2587.65,0.3059198457851745
2017-11-24 18:00:00,2601.4,2597.6428571428573,2596.6666666666665,2588.46,0.30675257993187766
2017-11-26 22:00:00,2598.8,2597.6857142857143,2597.390476190476,2589.14,0.30751351837435814
2017-11-27 02:00:00,2599.0,2597.871428571428,2597.714285714286,2589.7349999999997,0.3082397211391138
2017-11-27 06:00:00,2602.8,2598.4857142857145,2597.8952380952383,2590.46,0.3091121978394225
2017-11-27 10:00:00,2601.4,2598.9857142857145,2598.1142857142854,2590.8199999999997,0.30992107883314646
2017-11-27 14:00:00,2601.2,2599.4,2598.3619047619045,2591.2050000000004,0.3107157622473176
2017-11-27 18:00:00,2603.2,2599.914285714286,2598.6380952380955,2591.68,0.31155793858460884
2017-11-27 22:00:00,2600.6,2600.1,2598.7619047619046,2592.1249999999995,0.3123406725598433
2017-11-28 02:00:00,2599.8,2600.285714285714,2598.8380952380953,2592.5899999999997,0.31311763757763234
2017-11-28 06:00:00,2603.8,2600.785714285714,2599.190476190476,2593.0950000000003,0.314078256631729
2017-11-28 10:00:00,2605.8,2601.3857142857146,2599.7428571428572,2593.6850000000004,0.31511971729822275
2017-11-28 14:00:00,2618.2,2602.8142857142857,2600.8761904761905,2594.73,0.3163608204722543
2017-11-28 18:00:00,2626.2,2604.5714285714284,2602.342857142857,2596.1,0.3177430687729077
2017-11-28 22:00:00,2625.0,2606.2285714285713,2603.7238095238095,2597.425,0.31905211913925935
2017-11-29 02:00:00,2625.6,2607.957142857143,2605.038095238095,2598.735,0.3204362116772995
2017-11-29 06:00:00,2626.6,2609.9428571428575,2606.4380952380952,2599.925,0.3218831759444382
2017-11-29 10:00:00,2628.6,2612.057142857143,2607.9523809523807,2601.08,0.323302354717723
2017-11-29 14:00:00,2625.4,2613.671428571429,2609.285714285714,2602.1349999999998,0.3246071983938369
2017-11-29 18:00:00,2625.6,2615.4,2610.590476190476,2603.2400000000002,0.3259748375908925
2017-11-29 22:00:00,2623.8,2617.014285714286,2611.647619047619,2604.2850000000003,0.3273067199209264
2017-11-30 02:00:00,2624.8,2618.5571428571425,2612.7428571428572,2605.315,0.3286275520682703
2017-11-30 06:00:00,2628.6,2620.5571428571425,2614.0380952380956,2606.225,0.3300359169041504
2017-11-30 10:00:00,2633.4,2622.957142857143,2615.6857142857143,2607.085,0.33137897897074026
2017-11-30 14:00:00,2653.8,2626.5285714285715,2618.295238095238,2608.5099999999998,0.3331576087557074
2017-11-30 18:00:00,2641.8,2629.0999999999995,2620.152380952381,2609.6549999999997,0.33453176375014243
2017-11-30 22:00:00,2638.4,2630.542857142857,2621.914285714286,2610.6800000000003,0.3358103841996104
2017-12-01 02:00:00,2641.6,2631.6428571428573,2623.8380952380953,2611.77,0.3371498492412145
2017-12-01 06:00:00,2642.0,2632.8571428571427,2625.6857142857143,2612.865,0.3385171759848285
2017-12-01 10:00:00,2644.4,2634.2,2627.7714285714287,2614.065,0.33992054918645886
2017-12-01 14:00:00,2634.8,2634.785714285714,2629.4380952380952,2615.0800000000004,0.3411916631325134
2017-12-01 18:00:00,2642.8,2635.8,2631.295238095238,2616.29,0.34254046367328655
2017-12-03 22:00:00,2660.0,2638.2714285714287,2633.8761904761905,2617.9049999999997,0.34425396596772373
2017-12-04 02:00:00,2659.2,2640.671428571429,2635.828571428571,2619.485,0.34601898497594297
2017-12-04 06:00:00,2656.8,2643.0285714285715,2637.285714285714,2620.955,0.3477494283435663
2017-12-04 10:00:00,2658.0,2645.4000000000005,2638.8571428571427,2622.475,0.3494288198671616
2017-12-04 14:00:00,2655.6,2647.3285714285716,2640.285714285714,2623.945,0.35100763948664665
2017-12-04 18:00:00,2637.0,2647.5857142857144,2640.7809523809524,2624.9350000000004,0.3522068129329815
2017-12-04 22:00:00,2641.0,2646.671428571429,2641.3714285714286,2626.005,0.35355794544334296
2017-12-05 02:00:00,2643.0,2646.757142857143,2642.209523809524,2627.04,0.3550075922375895
2017-12-05 06:00:00,2641.6,2646.9857142857145,2642.9714285714285,2628.0350000000003,0.3563664674966497
2017-12-05 10:00:00,2640.8,2646.9285714285716,2643.7809523809524,2629.02,0.35765506359380156
2017-12-05 14:00:00,2639.8,2646.7714285714283,2644.495238095238,2630.045,0.3589475158236711
2017-12-05 18:00:00,2627.8,2645.5857142857144,2644.4571428571426,2630.7650000000003,0.35996864415401525
2017-12-05 22:00:00,2630.6,2645.285714285714,2644.32380952381,2631.46,0.3610521412396247
2017-12-06 02:00:00,2624.0,2643.942857142857,2642.904761904762,2632.025,0.36196769078997754
2017-12-06 06:00:00,2623.4,2641.328571428571,2642.0285714285715,2632.58,0.3628842996337056
2017-12-06 10:00:00,2627.4,2639.057142857143,2641.504761904762,2633.185,0.3637028057175931
2017-12-06 14:00:00,2629.4,2637.0999999999995,2640.9238095238097,2633.905,0.3646945405619819
2017-12-06 18:00:00,2631.4,2635.2,2640.419047619048,2634.695,0.36567847931196235
2017-12-06 22:00:00,2636.4,2633.828571428571,2640.0380952380956,2635.51,0.36674068383865055
2017-12-07 02:00:00,2635.0,2633.6857142857143,2640.0476190476193,2636.2400000000002,0.3677616521318661
2017-12-07 06:00:00,2633.8,2633.171428571429,2639.6190476190477,2636.63,0.3688074414216481
2017-12-07 10:00:00,2627.8,2632.085714285714,2638.0857142857144,2636.67,0.36962312018293014
2017-12-07 14:00:00,2640.0,2631.9714285714285,2637.171428571429,2637.045,0.370685660025507
2017-12-07 18:00:00,2639.8,2631.9,2636.3619047619045,2637.4,0.3717312435532662
2017-12-07 22:00:00,2640.0,2631.914285714286,2635.504761904762,2637.735,0.372788715553437
2017-12-08 02:00:00,2642.6,2632.9714285714285,2634.8857142857146,2638.085,0.37392391987322005
2017-12-08 06:00:00,2645.4,2634.0285714285715,2635.285714285714,2638.585,0.3751367803044594
2017-12-08 10:00:00,2648.6,2635.785714285714,2635.647619047619,2639.1600000000003,0.3763735777176497
2017-12-08 14:00:00,2650.0,2637.6857142857143,2635.9809523809527,2639.815,0.37760111583982736
2017-12-08 18:00:00,2652.0,2639.442857142857,2636.476190476191,2640.495,0.3789552052266603
2017-12-10 22:00:00,2652.8,2641.1142857142863,2637.0476190476193,2641.1,0.38031246487280296
2017-12-11 02:00:00,2654.4,2642.757142857143,2637.7428571428572,2641.625,0.3816686499839392
2017-12-11 06:00:00,2652.6,2643.914285714286,2638.9238095238097,2641.5950000000003,0.3829413643012799
2017-12-11 10:00:00,2653.0,2645.2000000000003,2639.9904761904763,2641.875,0.38425826410774927
2017-12-11 14:00:00,2658.6,2646.9714285714285,2641.6380952380955,2642.38,0.38570156276256096
2017-12-11 18:00:00,2663.6,2649.5285714285715,2643.552380952381,2642.9300000000003,0.3871967591719376
2017-12-11 22:00:00,2663.4,2651.2000000000003,2645.2666666666664,2643.465,0.3886530284549826
2017-12-12 02:00:00,2662.8,2652.842857142857,2646.8571428571427,2643.925,0.39010332301855943
2017-12-12 06:00:00,2662.4,2654.442857142857,2648.3333333333335,2644.615,0.39150239808016407
