date,price,ma_small_long,ma_medium_long,ma_large_long,ma_small_short,ma_medium_short,ma_large_short,ma_slope,state_signal,order_signal,current_cash,cfd_units,portfolio_value,last_trade_investment,m_trade_profit ,stop_loss
15/12/2003 02:00,1089.8,1071.34,1067.66,1066.89,1071.34,1068.01,1066.87,0.101905,1,0,10000,0,10000,1,0,0
15/12/2003 06:00,1086.3,1073.16,1068.88,1067.36,1073.16,1069.34,1067.36,0.102441,1,0,10000,0,10000,1,0,0
15/12/2003 10:00,1086.1,1074.93,1070.14,1067.83,1074.93,1070.68,1067.84,0.103883,1,0,10000,0,10000,1,0,0
15/12/2003 14:00,1078.1,1076.12,1071.04,1068.1,1076.12,1071.54,1068.12,0.105059,1,0,10000,0,10000,1,0,0
15/12/2003 18:00,1068.3,1076.74,1071.39,1068.13,1076.74,1071.92,1068.15,0.104998,1,0,10000,0,10000,1,0,0
15/12/2003 22:00,1067.6,1076.75,1071.71,1068.13,1076.75,1072.29,1068.24,0.104766,1,0,10000,0,10000,1,0,0
16/12/2003 02:00,1068.1,1076.42,1072.09,1068.23,1076.42,1072.66,1068.27,0.104583,1,0,10000,0,10000,1,0,0
16/12/2003 06:00,1071.3,1076.31,1072.6,1068.35,1076.31,1073.19,1068.51,0.10473,1,0,10000,0,10000,1,0,0
16/12/2003 10:00,1068.8,1075.99,1072.98,1068.52,1075.99,1073.56,1068.69,0.104726,1,0,10000,0,10000,1,0,0
16/12/2003 14:00,1071.1,1075.9,1073.44,1068.75,1075.9,1074.04,1068.98,0.105026,1,0,10000,0,10000,1,0,0
16/12/2003 18:00,1074.6,1075.95,1074.07,1069.12,1075.95,1074.79,1069.37,0.105695,1,0,10000,0,10000,1,0,0
16/12/2003 22:00,1074.8,1076.24,1074.79,1069.51,1076.24,1075.16,1069.75,0.106307,1,0,10000,0,10000,1,0,0
17/12/2003 02:00,1074.3,1076.24,1075.12,1069.87,1076.24,1075.24,1070.06,0.106815,1,0,10000,0,10000,1,0,0
17/12/2003 06:00,1072.8,1075.14,1075.12,1070.13,1075.14,1075.23,1070.14,0.106972,1,0,10000,0,10000,1,0,0
17/12/2003 10:00,1074,1074.01,1075.18,1070.24,1074.01,1075.27,1070.24,0.107056,1,0,10000,0,10000,1,0,0
17/12/2003 14:00,1072,1072.99,1075.12,1070.29,1072.99,1075.25,1070.28,0.107155,1,0,10000,0,10000,1,0,0
17/12/2003 18:00,1077.5,1072.38,1075.36,1070.46,1072.38,1075.43,1070.42,0.10809,1,0,10000,0,10000,1,0,0
17/12/2003 22:00,1078.3,1072.39,1075.57,1070.62,1072.39,1075.82,1070.57,0.108974,1,0,10000,0,10000,1,0,0
18/12/2003 02:00,1078,1073.09,1075.92,1070.76,1073.09,1075.99,1070.84,0.109806,1,0,10000,0,10000,1,0,0
18/12/2003 06:00,1078.8,1073.89,1076.13,1071.04,1073.89,1075.53,1071.31,0.110741,1,0,10000,0,10000,1,0,0
18/12/2003 10:00,1078.5,1074.63,1075.67,1071.49,1074.63,1074.96,1071.79,0.111718,1,0,10000,0,10000,1,0,0
18/12/2003 14:00,1083.8,1075.52,1075.39,1072.09,1075.52,1074.84,1072.42,0.112762,1,0,10000,0,10000,1,0,0
18/12/2003 18:00,1090,1077.04,1075.56,1072.86,1077.04,1075.03,1073.16,0.114184,1,0,10000,0,10000,1,0,0
18/12/2003 22:00,1089.5,1078.35,1075.72,1073.57,1078.35,1075.6,1073.9,0.115628,1,0,10000,0,10000,1,0,0
19/12/2003 02:00,1089.5,1079.41,1076.27,1074.29,1079.41,1076.66,1074.65,0.117049,1,0,10000,0,10000,1,0,0
19/12/2003 06:00,1089.3,1080.45,1077.27,1075.02,1080.45,1077.75,1075.39,0.118434,1,0,10000,0,10000,1,0,0
19/12/2003 10:00,1092,1081.71,1078.43,1075.8,1081.71,1078.94,1076.19,0.120462,1,0,10000,0,10000,1,0,0
19/12/2003 14:00,1086.7,1082.71,1079.31,1076.45,1082.71,1079.71,1076.84,0.122252,1,0,10000,0,10000,1,0,0
19/12/2003 18:00,1088.2,1083.72,1080.12,1077.12,1083.72,1080.68,1077.53,0.123647,1,0,10000,0,10000,1,0,0
21/12/2003 22:00,1083.9,1084.57,1080.84,1077.68,1084.57,1081.33,1078.15,0.124736,1,0,10000,0,10000,1,0,0
22/12/2003 02:00,1084.7,1085.09,1081.49,1078.31,1085.09,1081.83,1078.59,0.125924,1,0,10000,0,10000,1,0,0
22/12/2003 06:00,1088.7,1085.83,1082.16,1078.84,1085.83,1082.53,1079,0.127492,1,0,10000,0,10000,1,0,0
22/12/2003 10:00,1086.7,1086.45,1082.72,1079.19,1086.45,1083.15,1079.35,0.128739,1,0,10000,0,10000,1,0,0
22/12/2003 14:00,1089.2,1087.19,1083.43,1079.6,1087.19,1083.97,1079.76,0.130018,1,0,10000,0,10000,1,0,0
22/12/2003 18:00,1095.4,1088.4,1084.51,1080.15,1088.4,1085.04,1080.35,0.132,1,0,10000,0,10000,1,0,0
