date,price,ma_small_long,ma_medium_long,ma_large_long,ma_small_short,ma_medium_short,ma_large_short,ma_slope,state_signal,order_signal,current_cash,cfd_units,portfolio_value,last_trade_investment,m_trade_profit ,stop_loss
22/10/2003 13:00,1032,1044.31,1044.31,1044.31,1044.31,1044.31,1044.31,-1.27937,1,0,12,0,12,1,0,1634561892
22/10/2003 17:00,1031,1042.76,1042.76,1042.76,1042.76,1042.76,1042.76,-1.5507,1,0,12,0,12,1,0,1882025577
22/10/2003 21:00,1028,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,-1.84371,1,0,12,0,12,1,0,7631471
23/10/2003 01:00,1025.5,1039.12,1039.12,1039.12,1039.12,1039.12,1039.12,-2.11014,1,0,12,0,12,1,0,53248
23/10/2003 05:00,1024.5,1037.14,1037.14,1037.14,1037.14,1037.14,1037.14,-2.25559,1,0,12,0,12,1,0,0
23/10/2003 09:00,1024.7,1035.42,1035.42,1035.42,1035.42,1035.42,1035.42,-2.36329,1,0,12,0,12,1,0,0
23/10/2003 13:00,1031,1034.03,1034.03,1034.03,1034.03,1034.03,1034.03,-1.97098,1,0,12,0,12,1,0,1610612736
23/10/2003 17:00,1026.7,1032.48,1032.48,1032.48,1032.48,1032.48,1032.48,-1.74021,1,0,12,0,12,1,0,0
23/10/2003 21:00,1024,1030.91,1030.91,1030.91,1030.91,1030.91,1030.91,-1.59685,1,0,12,0,12,1,0,1610612736
24/10/2003 01:00,1023,1029.28,1029.28,1029.28,1029.28,1029.28,1029.28,-1.37413,1,0,12,0,12,1,0,90
24/10/2003 05:00,1027,1027.99,1027.99,1027.99,1027.99,1027.99,1027.99,-0.861189,1,0,12,0,12,1,0,0
24/10/2003 09:00,1025,1026.87,1026.87,1026.87,1026.87,1026.87,1026.87,-0.498601,1,0,12,0,12,1,0,0
24/10/2003 13:00,1019,1025.78,1025.78,1025.78,1025.78,1025.78,1025.78,-0.567832,1,0,12,0,12,1,0,0
24/10/2003 17:00,1031,1025.78,1025.78,1025.78,1025.78,1025.78,1025.78,-0.13007,1,0,12,0,12,1,0,0
26/10/2003 22:00,1030.2,1025.97,1025.97,1025.97,1025.97,1025.97,1025.97,0.140559,1,0,12,0,12,1,0,0
27/10/2003 02:00,1029.9,1026.33,1026.33,1026.33,1026.33,1026.33,1026.33,0.270629,1,0,12,0,12,1,0,0
27/10/2003 06:00,1030.9,1026.87,1026.87,1026.87,1026.87,1026.87,1026.87,0.362937,1,0,12,0,12,1,0,0
27/10/2003 10:00,1034.4,1027.67,1027.67,1027.67,1027.67,1027.67,1027.67,0.554196,1,0,12,0,12,1,0,0
27/10/2003 14:00,1032.2,1027.77,1027.77,1027.77,1027.77,1027.77,1027.77,0.879371,1,0,12,0,12,1,0,0
27/10/2003 18:00,1031.9,1028.21,1028.21,1028.21,1028.21,1028.21,1028.21,0.989161,1,0,12,0,12,1,0,0
27/10/2003 22:00,1032.4,1028.91,1028.91,1028.91,1028.91,1028.91,1028.91,0.959091,1,0,12,0,12,1,0,0
28/10/2003 02:00,1033.6,1029.79,1029.79,1029.79,1029.79,1029.79,1029.79,0.870979,1,0,12,0,12,1,0,0
28/10/2003 06:00,1034.4,1030.41,1030.41,1030.41,1030.41,1030.41,1030.41,0.921329,1,0,12,0,12,1,0,0
28/10/2003 10:00,1035.9,1031.32,1031.32,1031.32,1031.32,1031.32,1031.32,0.886713,1,0,12,0,12,1,0,0
28/10/2003 14:00,1036.4,1032.77,1032.77,1032.77,1032.77,1032.77,1032.77,0.522378,1,0,12,0,12,1,0,0
28/10/2003 18:00,1044.4,1033.88,1033.88,1033.88,1033.88,1033.88,1033.88,0.88951,1,0,12,0,12,1,0,0
28/10/2003 22:00,1043.9,1035.02,1035.02,1035.02,1035.02,1035.02,1035.02,1.10734,1,0,12,0,12,1,0,0
29/10/2003 02:00,1044.4,1036.23,1036.23,1036.23,1036.23,1036.23,1036.23,1.23497,1,0,12,0,12,1,0,0
29/10/2003 06:00,1042.4,1037.19,1037.19,1037.19,1037.19,1037.19,1037.19,1.22972,1,0,12,0,12,1,0,0
29/10/2003 10:00,1042.9,1037.9,1037.9,1037.9,1037.9,1037.9,1037.9,1.32238,1,0,12,0,12,1,0,0
29/10/2003 14:00,1046.1,1039.06,1039.06,1039.06,1039.06,1039.06,1039.06,1.37867,1,0,12,0,12,1,0,0
29/10/2003 18:00,1045.4,1040.18,1040.18,1040.18,1040.18,1040.18,1040.18,1.2972,1,0,12,0,12,1,0,0
29/10/2003 22:00,1047.9,1041.47,1041.47,1041.47,1041.47,1041.47,1041.47,1.24021,1,0,12,0,12,1,0,0
30/10/2003 02:00,1047.6,1042.64,1042.64,1042.64,1042.64,1042.64,1042.64,1.11783,1,0,12,0,12,1,0,0
30/10/2003 06:00,1045.9,1043.6,1043.6,1043.6,1043.6,1043.6,1043.6,0.868531,1,0,12,0,12,1,0,0
30/10/2003 10:00,1053.9,1045.1,1045.1,1045.1,1045.1,1045.1,1045.1,0.914685,1,0,12,0,12,1,0,0
30/10/2003 14:00,1051.4,1046.35,1046.35,1046.35,1046.35,1046.35,1046.35,0.761538,1,0,12,0,12,1,0,0
30/10/2003 18:00,1049.6,1046.78,1046.78,1046.78,1046.78,1046.78,1046.78,0.797902,1,0,12,0,12,1,0,0
30/10/2003 22:00,1048.8,1047.19,1047.19,1047.19,1047.19,1047.19,1047.19,0.744406,1,0,12,0,12,1,0,0
31/10/2003 02:00,1048.6,1047.54,1047.54,1047.54,1047.54,1047.54,1047.54,0.671678,1,0,12,0,12,1,0,0
31/10/2003 06:00,1048.1,1048.02,1048.02,1048.02,1048.02,1048.02,1048.02,0.459441,1,0,12,0,12,1,0,0
